Timestamp,Source Address,Destination Address,Native Amount,Status
2024-11-26T00:16:06.000Z,8EFMTsKMbv95QNzEgtHQHqxMUNbmQTJKWKp6bp3AjYkd,0x3be3f3efc077f8dd519b052fba78515470bc4567,0,DELIVERED
2024-11-24T23:33:35.000Z,0x3be3f3efc077f8dd519b052fba78515470bc4567,8EFMTsKMbv95QNzEgtHQHqxMUNbmQTJKWKp6bp3AjYkd,1500000,DELIVERED
2024-11-24T23:10:52.000Z,0x3be3f3efc077f8dd519b052fba78515470bc4567,8EFMTsKMbv95QNzEgtHQHqxMUNbmQTJKWKp6bp3AjYkd,0,FAILED
2024-11-22T05:41:24.000Z,0x3be3f3efc077f8dd519b052fba78515470bc4567,8EFMTsKMbv95QNzEgtHQHqxMUNbmQTJKWKp6bp3AjYkd,0,FAILED
